,headline,abstract,date,category,emotion,source,links,sentiment,Emotion,reportCountry
671,Celebrities open their coffers to help COVID-19 relief efforts in US,,2020/4/16,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202006/14/WS5ee5ec60a310834817252e27.html,0,-0.8,1
673,UFC champ Zhang Weili returns to China after extended US stay,,2020/4/20,politics,-1,chinadaily,https://global.chinadaily.com.cn/a/202002/24/WS5e530ee3a310128217279a21.html,0,-0.8,1
643,Highlights of report on human rights violations in US,,2020/3/16,covid-19,1,chinadaily,https://epaper.chinadaily.com.cn/a/202006/05/WS5ed987c7a3100fcb93526877.html,0,0.8,1
644,Jack Ma joins Twitter with 1st tweet on donation to the US,,2020/3/16,politics,0,chinadaily,https://global.chinadaily.com.cn/a/202006/04/WS5ed8536aa310a8b24115ac51.html,0,0,1
645,"Jack Ma donates testing kits, masks to US",,2020/3/17,cov-19,0,chinadaily,https://epaper.chinadaily.com.cn/a/202006/04/WS5ed82f09a3100fcb93526801.html,0,0,1
646,US market plunges as investors fear recession,,2020/3/17,cov-19,0,chinadaily,https://www.chinadaily.com.cn/a/202005/02/WS5ead0995a310a8b241153355.html,0,0,1
677,China-US ties amid contagion focus of forum,,2020/4/23,society,-1,chinadaily,https://global.chinadaily.com.cn/a/202005/11/WS5eb972a2a310a8b241154df9.html,0,-0.8,1
648,Reciprocal' response delivered to US press,,2020/3/19,politics,0,chinadaily,https://www.chinadaily.com.cn/a/202008/01/WS5f24ca11a31083481725d8ce.html,0,0,1
649,TCM experience shared with US counterparts to fight virus,,2020/3/20,politics,0,chinadaily,https://global.chinadaily.com.cn/a/202007/31/WS5f238b72a31083481725d62b.html,0,0,1
650,US spin on virus' name condemned,,2020/3/20,cov-19,0,chinadaily,https://global.chinadaily.com.cn/a/202007/31/WS5f235bb1a31083481725d44c.html,0,0,1
681,FOREIGN-TRADE BUSINESSES ADOPT SURVIVAL TACTICS,,2020/4/29,business ,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202007/13/WS5f0baecea3107831ec7536e4.html,0,-0.8,1
682,China urges US to stop trying to suppress companies in its market,,2020/4/30,business ,-1,chinadaily,https://www.chinadaily.com.cn/a/202007/11/WS5f098732a310834817258c55.html,0,-0.8,1
688,US stocks lower on continued concern about pandemic,,2020/5/11,business ,-1,chinadaily,https://www.chinadaily.com.cn/a/202005/19/WS5ec34f33a310a8b241156b8b.html,0,-0.8,1
654,US congressman inflames tensions with comments,,2020/3/24,society,1,chinadaily,https://www.chinadaily.com.cn/a/202003/16/WS5e6f2f4da31012821727f733.html,0,0.8,1
689,Trump: US 'prevailed' on virus,,2020/5/12,covid-19,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202012/16/WS5fd940bea31099a23435291a.html,0,-0.8,1
692,Airline industry in US could be in flux after pandemic,,2020/5/13,society,-1,chinadaily,https://www.chinadaily.com.cn/a/202008/17/WS5f39bf24a3108348172609ef.html,0,-0.8,1
699,US 'demonization' of China might put itself in financial peril: Washington Post,,2020/5/23,business ,-1,chinadaily,https://www.chinadaily.com.cn/a/202001/01/WS5e0c47fda310cf3e35581e06.html,0,-0.8,1
703,"Politicians, health experts slam US decision to withdraw from WHO",,2020/5/30,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202008/24/WS5f43acc4a310736c2dea49e0.html,0,-0.8,1
659,Nation offers help to US amid escalating outbreak,,2020/4/1,covid-19,1,chinadaily,https://epaper.chinadaily.com.cn/a/202011/12/WS5fac8dfca31099a234351b25.html,0.1,0.82,1
660,Foreign policy experts urge China-US cooperation to fight COVID-19,,2020/4/4,covid-19,1,chinadaily,https://epaper.chinadaily.com.cn/a/202007/27/WS5f1e19f5a3107831ec753c6c.html,-0.125,0.775,1
661,Experts urge Sino-US cooperation in outbreak,,2020/4/6,covid-19,1,chinadaily,https://www.chinadaily.com.cn/a/202007/26/WS5f1d7d92a31083481725c157.html,0,0.8,1
662,Envoy: China-US mutual support needed right now,,2020/4/7,covid-19,1,chinadaily,https://www.chinadaily.com.cn/a/202007/26/WS5f1fc05ca31083481725c934.html,0.285714286,0.857142857,1
663,US-China cooperation called for in virus fight,,2020/4/8,covid-19,1,chinadaily,https://global.chinadaily.com.cn/a/202007/24/WS5f1ac6dea31083481725bf66.html,0,0.8,1
664,Ventilators for Barbados held by US,,2020/4/9,covid-19,1,chinadaily,https://www.chinadaily.com.cn/a/202007/24/WS5f1a5b8da31083481725be24.html,0,0.8,1
665,China part of the solution for US,,2020/4/13,cov-19,0,chinadaily,https://www.chinadaily.com.cn/a/202012/04/WS5fc974c5a31024ad0ba99ae1.html,0,0,1
666,US meat supply chain strained,,2020/4/14,politics,1,chinadaily,https://global.chinadaily.com.cn/a/202009/26/WS5f6ea5dea31024ad0ba7bf77.html,0,0.8,1
705,Double standards on protests expose US politicians' hypocrisy on HK,,2020/6/2,politics,-1,chinadaily,https://global.chinadaily.com.cn/a/202004/08/WS5e8d6395a310aeaeeed50c44.html,0,-0.8,1
706,Violence rocks US cities amid effort to restore order,,2020/6/2,society,-1,chinadaily,https://www.chinadaily.com.cn/a/202004/07/WS5e8b780ca31012821728498b.html,0,-0.8,1
709,Merkel's refusal to visit US shows Germany's changed priorities,,2020/6/4,politics,-1,chinadaily,https://global.chinadaily.com.cn/a/202003/25/WS5e7b7943a310128217282028.html,0,-0.8,1
718,US economist says export controls on Huawei overstep trade deal with China,,2020/6/24,business ,-1,chinadaily,https://global.chinadaily.com.cn/a/202010/27/WS5f9775dfa31024ad0ba812bf.html,0,-0.8,1
719,US economy is bound to shrink further,,2020/6/28,business ,-1,chinadaily,https://www.chinadaily.com.cn/a/202006/24/WS5ef2eec2a3108348172552cf.html,0,-0.8,1
672,US holding back WHO funds draws criticism,,2020/4/16,covid-19,1,chinadaily,https://epaper.chinadaily.com.cn/a/202006/13/WS5ee4068ca3107831ec752b8d.html,0,0.8,1
726,Poisonous accusation of 'Chinese technology theft' reveals racist myth of the US,,2020/7/8,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202008/28/WS5f485e18a310675eafc5609c.html,0,-0.8,1
674,"At forum, concern over state of US-China ties",,2020/4/22,society,0,chinadaily,https://www.chinadaily.com.cn/a/202002/22/WS5e5044b3a3101282172796af.html,0,0,1
675,UFC Champ Zhang Weili starts isolation at a hotel after return from US,,2020/4/22,politics,0,chinadaily,https://www.chinadaily.com.cn/a/202002/21/WS5e4fa75da310128217279629.html,0,0,1
676,US immigration suspension draws criticism,,2020/4/23,society,0,chinadaily,https://www.chinadaily.com.cn/a/202005/12/WS5eba0e24a310a8b2411550c4.html,0,0,1
727,China releases article exposing 'US-style human rights' hypocrisy,,2020/7/9,politics,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202008/28/WS5f4859d9a310d95bf733eba5.html,0,-0.8,1
678,WHO chief urges US to reconsider funding,,2020/4/23,politics,0,chinadaily,https://global.chinadaily.com.cn/a/202010/15/WS5f878af0a31024ad0ba7eb7b.html,0,0,1
679,US narrative on China serves one purpose - self-interest,,2020/4/24,politics,0,chinadaily,https://epaper.chinadaily.com.cn/a/202002/13/WS5e449e0da310a2fabb7a2205.html,0,0,1
738,British paper cautions against US lack of debate on China policy,,2020/7/17,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202012/17/WS5fdacf6aa31024ad0ba9c64a.html,0,-0.8,1
743,US dollar set to receive pandemic shock,,2020/7/20,covid-19,-1,chinadaily,https://www.chinadaily.com.cn/a/202002/21/WS5e4f128ca3101282172791c3.html,0,-0.8,1
744,The ulcer of US racial conflicts will worsen,,2020/7/21,society,-1,chinadaily,https://global.chinadaily.com.cn/a/202002/20/WS5e4d6beea310128217278cb2.html,0,-0.8,1
745,US smear campaign against China not serving global efforts to combat COVID-19: experts,,2020/7/22,covid-19,-1,chinadaily,https://www.chinadaily.com.cn/a/202005/13/WS5ebb6b55a310a8b241155616.html,0,-0.8,1
684,US stocks rise in early trading,,2020/5/5,business ,1,chinadaily,https://global.chinadaily.com.cn/a/202007/10/WS5f07a8b1a31083481725870c.html,0.1,0.82,1
749,US should realize that now is not the time for its ploys and provocations: China Daily editorial,,2020/7/26,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202004/01/WS5e83e971a3101282172837dc.html,0,-0.8,1
686,US-China economic decoupling seen as 'unlikely',,2020/5/8,business ,1,chinadaily,https://epaper.chinadaily.com.cn/a/202005/20/WS5ec46fc5a3102640f4a6352a.html,-0.15,0.77,1
687,China-US discussion on trade called positive sign,,2020/5/9,business ,1,chinadaily,https://global.chinadaily.com.cn/a/202005/19/WS5ec37555a310a8b241156c15.html,0.227272727,0.845454545,1
751,Experts say US attitude toward China threatening world peace,,2020/7/27,politics,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202008/27/WS5f46e9daa310d95bf733eaf6.html,0,-0.8,1
752,US urged to focus on long-term interests,,2020/7/27,politics,-1,chinadaily,https://global.chinadaily.com.cn/a/202008/26/WS5f45e2b1a310675eafc559f0.html,0,-0.8,1
754,US should realize that now is not the time for its ploys and provocations,,2020/7/27,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202008/26/WS5f45c220a310675eafc558e1.html,0,-0.8,1
756,Flailing at China doesn't help US: China Daily editorial,,2020/7/28,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202005/23/WS5ec89286a310a8b241157cd3.html,0,-0.8,1
757,Does US look in mirror before pointing fingers?,,2020/7/29,politics,-1,chinadaily,https://global.chinadaily.com.cn/a/202005/22/WS5ec70ec3a310a8b241157723.html,0,-0.8,1
693,"At Harvard forum, a call for sensible US-China relations amid pandemic",,2020/5/14,covid-19,1,chinadaily,https://www.chinadaily.com.cn/a/202008/14/WS5f362375a310834817260608.html,0,0.8,1
760,Flailing at China doesn't help US,,2020/7/29,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202005/08/WS5eb4d11ba310a8b24115436a.html,0,-0.8,1
695,What did the US do before and after January 11?,,2020/5/19,politics,0,chinadaily,https://www.chinadaily.com.cn/a/202010/24/WS5f93daa5a31024ad0ba80b39.html,0,0,1
696,Prospect of UK trade deal with US could mean delicate role for China,,2020/5/19,business ,0,chinadaily,https://global.chinadaily.com.cn/a/202009/30/WS5f73b721a31024ad0ba7cb35.html,-0.30625,-0.30625,1
697,US automakers restart production,,2020/5/20,business ,1,chinadaily,https://global.chinadaily.com.cn/a/202007/22/WS5f17f2bfa31083481725b5df.html,0,0.8,1
698,Light still shines for improved China-US ties,,2020/5/22,politics,1,chinadaily,https://www.chinadaily.com.cn/a/202007/22/WS5f17f229a31083481725b5da.html,0.4,0.88,1
762,"Pompeo's anti-China speech contrary to historical facts, says former US senior diplomat",,2020/7/30,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202002/27/WS5e57e055a31012821727ae10.html,0,-0.8,1
700,US entrepreneur tastes success in Sichuan,,2020/5/24,business ,1,chinadaily,https://epaper.chinadaily.com.cn/a/202003/30/WS5e813c21a310a2fabb7a3468.html,0.3,0.86,1
701,US urged to preserve Open Skies treaty,,2020/5/26,politics,0,chinadaily,https://www.chinadaily.com.cn/a/202008/25/WS5f44b505a310675eafc5564e.html,0,0,1
765,Decoupling will also hurt US and its firms,,2020/7/30,business ,-1,chinadaily,https://global.chinadaily.com.cn/a/202004/14/WS5e952c35a3105d50a3d16133.html,0,-0.8,1
768,Wider 'circle of friends' can blunt US attacks,,2020/8/1,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202001/06/WS5e127b74a310cf3e35582919.html,0,-0.8,1
770,US' actions will lead to its isolation,,2020/8/4,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202001/04/WS5e0f84d1a310cf3e3558268e.html,0,-0.8,1
771,US stress on security will hurt trade,,2020/8/5,business ,-1,chinadaily,https://global.chinadaily.com.cn/a/202005/14/WS5ebcba2ba310a8b241155aa2.html,0,-0.8,1
773,Pompeo goes after Chinese apps in US online stores,,2020/8/6,tech,-1,chinadaily,https://global.chinadaily.com.cn/a/202007/17/WS5f114636a31083481725a47e.html,0,-0.8,1
780,Isolating China won't boost US security,,2020/8/11,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202007/07/WS5f03d5e1a310834817257a6c.html,0,-0.8,1
784,Avoiding the US trap,,2020/8/14,politics,-1,chinadaily,https://global.chinadaily.com.cn/a/202006/30/WS5efad158a31083481725626f.html,0,-0.8,1
787,Name-calling seems to be part of poll plan in US,,2020/8/17,society,-1,chinadaily,https://www.chinadaily.com.cn/a/202010/23/WS5f924d78a31024ad0ba808d7.html,0,-0.8,1
790,US further restricts Huawei tech access,,2020/8/18,business ,-1,chinadaily,https://global.chinadaily.com.cn/a/202010/14/WS5f86486ba31024ad0ba7e7c5.html,0,-0.8,1
791,The US stands to be biggest loser if it suspends rendition agreement with Hong Kong,,2020/8/18,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202010/11/WS5f8252a0a31024ad0ba7de84.html,0,-0.8,1
712,It's time US took a leaf out of China's book,,2020/6/10,politics,1,chinadaily,https://www.chinadaily.com.cn/a/202007/21/WS5f169a80a31083481725b0fd.html,0,0.8,1
713,HEART OF BUSINESS BEATS FOR WORLD,,2020/6/13,business ,0,chinadaily,https://www.chinadaily.com.cn/a/202007/20/WS5f14f2e4a31083481725a995.html,0,0,1
792,US faces isolation on world stage,,2020/8/19,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202010/10/WS5f815b1ea31024ad0ba7dddd.html,0,-0.8,1
795,TikTok defends itself against digital gunboat attack of US: China Daily editorial,,2020/8/24,tech,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202007/15/WS5f0e43caa3107831ec7537f3.html,0,-0.8,1
716,Is US a human rights defender?,,2020/6/20,society,0,chinadaily,https://global.chinadaily.com.cn/a/202010/28/WS5f98b679a31024ad0ba8164a.html,0,0,1
797,TikTok defends itself against digital gunboat attack of US,,2020/8/25,tech,-1,chinadaily,https://global.chinadaily.com.cn/a/202007/13/WS5f0b9cc7a310834817258d9b.html,0,-0.8,1
799,Coronavirus travel restrictions batter US hotels,,2020/8/26,covid-19,-1,chinadaily,https://global.chinadaily.com.cn/a/202001/07/WS5e14a5e2a310cf3e355830ce.html,0,-0.8,1
808,US economy stares at a double dip,,2020/8/29,business ,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202008/19/WS5f3c6ec1a3107831ec754637.html,0,-0.8,1
816,"Washington should build bridges, not walls, for China-US exchanges",,2020/9/11,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202003/20/WS5e74015aa310128217280939.html,0,-0.8,1
721,"The Innovation Practice, Employment Performance and Regional Development in the U.S.: Development Trend and Enlightenments<BR>--Views on US developmen",,2020/6/30,business ,1,chinadaily,https://global.chinadaily.com.cn/a/202008/14/WS5f361da3a3108348172605f7.html,0,0.8,1
722,"EU must hedge its bets, avoid US trap",,2020/7/2,politics,0,chinadaily,https://www.chinadaily.com.cn/a/202008/14/WS5f35d087a31083481726038d.html,0,0,1
723,4 US media outlets told to reveal details of China operations,,2020/7/2,business ,0,chinadaily,https://www.chinadaily.com.cn/a/202008/14/WS5f35cc0ca31083481726036b.html,0,0,1
724,"With the US dollar wobbly, are financial shocks inevitable?",,2020/7/6,business ,0,chinadaily,https://www.chinadaily.com.cn/a/202008/14/WS5f35c8daa31083481726035f.html,0,0,1
817,US-China relations on a slippery slope,,2020/9/14,politics,-1,chinadaily,https://global.chinadaily.com.cn/a/202001/09/WS5e1699c6a310cf3e35583752.html,0,-0.8,1
819,Fears of virus 2nd wave as US toll surpasses 200k,,2020/9/22,covid-19,-1,chinadaily,https://www.chinadaily.com.cn/a/202001/08/WS5e154183a310cf3e355832d0.html,0,-0.8,1
820,US' political virus is a threat to multilateralism,,2020/9/23,covid-19,-1,chinadaily,https://www.chinadaily.com.cn/a/202007/30/WS5f223b4da31083481725d1e9.html,0,-0.8,1
822,US' political virus a threat to multilateralism,,2020/9/24,covid-19,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202007/30/WS5f221345a3107831ec753df1.html,0,-0.8,1
729,US public schools draft post-COVID-19 reopening plans,,2020/7/10,covid-19,1,chinadaily,https://www.chinadaily.com.cn/a/202008/27/WS5f474c4ca310675eafc55e2f.html,0,0.8,1
824,US is on the cusp of make or break,,2020/9/26,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202011/04/WS5fa2b6f7a31024ad0ba831dd.html,0,-0.8,1
731,"China didn't create COVID-19 pandemic to attack America, says US magazine",,2020/7/11,covid-19,1,chinadaily,https://www.chinadaily.com.cn/a/202011/26/WS5fbee1b3a31024ad0ba96778.html,0,0.8,1
732,Experts: Get China-US ties back on track,,2020/7/13,politics,1,chinadaily,https://epaper.chinadaily.com.cn/a/202011/26/WS5fbee08fa31099a2343520e7.html,0,0.8,1
733,Experts: China-US ties must get back on track,,2020/7/13,politics,1,chinadaily,https://www.chinadaily.com.cn/a/202002/10/WS5e40d314a3101282172764c2.html,0,0.8,1
734,"China, UK and US in the era of pandemic",,2020/7/13,cov-19,0,chinadaily,https://www.chinadaily.com.cn/a/202002/10/WS5e40b654a31012821727633c.html,0,0,1
828,Visa curbs seen as threat to US tech industry,,2020/10/9,tech,-1,chinadaily,https://www.chinadaily.com.cn/a/202009/11/WS5f5ae716a310f55b25a81fb4.html,0,-0.8,1
829,"Chinese envoy rejects US accusations over COVID-19, disarmament",,2020/10/10,covid-19,-1,chinadaily,https://www.chinadaily.com.cn/a/202003/15/WS5e6e13fda31012821727f336.html,0,-0.8,1
830,Chinese diplomat to UN lists 10 facts to refute US' accusations,,2020/10/11,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202003/14/WS5e6c5f23a31012821727f168.html,0,-0.8,1
831,US diplomats' lies damage the country's reputation,,2020/10/14,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202003/14/WS5e6bae39a31012821727f084.html,0,-0.8,1
739,US officials urged to cease anti-China acts,,2020/7/17,politics,1,chinadaily,https://epaper.chinadaily.com.cn/a/202010/20/WS5f8e37d0a31099a2343511a2.html,0,0.8,1
832,China's human rights of health vs US' decay,,2020/10/15,society,-1,chinadaily,https://www.chinadaily.com.cn/a/202003/13/WS5e6b41a0a31012821727ef8c.html,0,-0.8,1
741,US urged to cease hostility to China,,2020/7/18,politics,1,chinadaily,https://www.chinadaily.com.cn/a/202010/19/WS5f8d6174a31024ad0ba7fa04.html,0,0.8,1
835,Why is the US roiling the South China Sea?,,2020/10/19,military,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202012/05/WS5fcabc26a31099a2343524ee.html,0,-0.8,1
843,Countries refuse to toe US line on China,,2020/10/27,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202003/03/WS5e5dda7da31012821727be7b.html,0,-0.8,1
844,US overbearing meddling shows hegemonic bigotry,,2020/10/28,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202003/02/WS5e5c832ea31012821727b95d.html,0,-0.8,1
845,Millions turn to food banks in hard-hit US,,2020/10/28,politics,-1,chinadaily,https://global.chinadaily.com.cn/a/202005/07/WS5eb34d8ca310a8b241153cef.html,0,-0.8,1
846,Peace activists slam anti-China rhetoric of US,,2020/11/2,business ,-1,chinadaily,https://www.chinadaily.com.cn/a/202002/28/WS5e58860ca31012821727b0d9.html,0,-0.8,1
747,Necessary response to US' manic zeal: China Daily editorial,,2020/7/24,politics,0,chinadaily,https://www.chinadaily.com.cn/a/202005/12/WS5eba1b43a310a8b241155179.html,0,0,1
847,Chance for US to change China policy: China Daily editorial,,2020/11/4,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202005/30/WS5ed1cfc0a310a8b2411599ec.html,0,-0.8,1
850,"Between inside and outside, the Double Standard of the US_on Counter-Secessionism",,2020/11/10,politics,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202002/01/WS5e34ab68a310a2fabb7a1d62.html,0,-0.8,1
852,"China-US mutual trust, respect urged to face globalization 'crossroads'",,2020/11/12,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202001/31/WS5e341333a310128217273e50.html,0,-0.8,1
853,Is the adversarial democracy dividing the US?,,2020/11/12,politics,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202011/20/WS5fb6f4e7a31099a234351eb1.html,0,-0.8,1
854,Is the oppositional democracy dividing US?,,2020/11/12,politics,-1,chinadaily,https://global.chinadaily.com.cn/a/202009/09/WS5f58104ea310675eafc585b0.html,0,-0.8,1
753,China-US cooperation urged,,2020/7/27,politics,1,chinadaily,https://www.chinadaily.com.cn/a/202008/26/WS5f45d84aa310675eafc559e4.html,0,0.8,1
855,US still facing shortage of PPE for virus fight,,2020/11/14,covid-19,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202009/09/WS5f580a16a310d95bf733f047.html,0,-0.8,1
755,"Expert: For 50 years, US has been enriched by China relationship",,2020/7/28,politics,1,chinadaily,https://www.chinadaily.com.cn/a/202005/24/WS5ec9c5b1a310a8b241157ded.html,0,0.8,1
856,"WHO warns against complacency as cases surge in Europe, US",,2020/11/17,covid-19,-1,chinadaily,https://www.chinadaily.com.cn/a/202009/08/WS5f56f672a310675eafc5837b.html,0,-0.8,1
862,Dialogue key to China-US ties',,2020/11/26,politics,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202004/29/WS5ea8c645a3102640f4a62ceb.html,0,-0.8,1
758,Expert: China ties enriched US for 50 years,,2020/7/29,politics,1,chinadaily,https://www.chinadaily.com.cn/a/202002/08/WS5e3e7ff9a310128217275fcd.html,0,0.8,1
863,US should tell the truth about why it's blacklisting China,,2020/12/1,politics,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202004/29/WS5ea8c72fa3102640f4a62cf0.html,0,-0.8,1
864,Biden won't change US policy on China including SAR,,2020/12/2,politics,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202006/10/WS5ee00c46a3107831ec7529f7.html,0,-0.8,1
761,US enriched by ties with China,,2020/7/29,politics,1,chinadaily,https://epaper.chinadaily.com.cn/a/202002/28/WS5e584a95a310a2fabb7a282f.html,0,0.8,1
876,Australia misguided by US exceptionalism,,2020/12/9,politics,-1,chinadaily,https://global.chinadaily.com.cn/a/202001/11/WS5e1bc670a310cf3e355840f4.html,0,-0.8,1
878,Rural hospitals in US hit by pandemic,,2020/12/10,covid-19,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202001/10/WS5e17c24aa310fb3de82eb71d.html,0,-0.8,1
879,RURAL HOSPITALS IN US HIT BY PANDEMIC,,2020/12/10,covid-19,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202003/20/WS5e73fea3a310a2fabb7a3113.html,0,-0.8,1
880,RURAL HOSPITALS IN US REEL FROM PANDEMIC,,2020/12/10,covid-19,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202003/20/WS5e73eb33a310a2fabb7a30c5.html,0,-0.8,1
881,US should stop its meddling in South China Sea,,2020/12/12,military,-1,chinadaily,https://global.chinadaily.com.cn/a/202003/19/WS5e72a99fa310128217280367.html,0,-0.8,1
767,Cui: China-US relationship needs a 'reset',,2020/7/31,politics,1,chinadaily,https://www.chinadaily.com.cn/a/202001/06/WS5e129052a310cf3e355829e6.html,0,0.8,1
883,"CRRC, taken off stock index, is US jobs creator",,2020/12/17,business ,-1,chinadaily,https://www.chinadaily.com.cn/a/202004/16/WS5e97ad87a3105d50a3d16896.html,0,-0.8,1
236,China¡¯s Military Is Tied to Debilitating New Cyberattack Tool,"An Israeli security company said the hacking software, called Aria-body,",2020/5/7,military ,-1,nytimes,https://www.nytimes.com/2020/05/07/world/asia/china-hacking-military-aria.html,0.018181818,-0.796363636,1
717,US court action could cast long shadow on ties,,2020/6/23,politics,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202010/28/WS5f98b2f9a31099a234351502.html,0.025,-0.795,1
461,"No, a Black Lives Matter Co-Founder Didn¡¯t Partner With a Pro-Communist Chinese Group","A Heritage Foundation investigation went viral on Thursday, but it",2020/9/18,military,-1,nytimes,https://www.nytimes.com/2020/09/18/technology/no-a-black-lives-matter-co-founder-didnt-partner-with-a-pro-communist-chinese-group.html,0.041666667,-0.791666667,1
746,New Sino-US ties 'key to global interests',,2020/7/22,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202005/12/WS5eba68fea310a8b241155287.html,0.045454545,-0.790909091,1
217,Coronavirus Crisis Offers Taiwan a Chance to Push Back Against China,"Saying ¡°Taiwan Can Help,¡± the island is resisting China¡¯s efforts",2020/4/22,covid-19,-1,nytimes,https://www.nytimes.com/2020/04/22/world/asia/coronavirus-china-taiwan.html,0.05,-0.79,1
774,What's behind US' TikTok ban?,,2020/8/7,politics,0,chinadaily,https://www.chinadaily.com.cn/a/202007/17/WS5f1118c0a31083481725a38f.html,-0.4,-0.4,1
775,"WHO chief calls on US to show leadership, unity",,2020/8/7,politics,0,chinadaily,https://epaper.chinadaily.com.cn/a/202007/17/WS5f10eb33a3107831ec7538b9.html,0,0,1
468,U.N. General Assembly: China Calls on World to Reject Politicization of Covid,"Deepening tensions are on display, with President Trump blaming ¡®the",2020/9/22,politics,-1,nytimes,https://www.nytimes.com/2020/09/22/world/asia/un-general-assembly-live-updates.html,0.05,-0.79,1
72,3 Major U.S. Airlines Suspend China Flights Over Coronavirus,"American, Delta and United will halt service to the Chinese",2020/1/31,covid-19,-1,nytimes,https://www.nytimes.com/2020/01/31/business/china-flights-suspended.html,0.0625,-0.7875,1
789,US economic war against China to have 'gargantuan' fallout: Economist magazine,,2020/8/17,business ,-1,chinadaily,https://www.chinadaily.com.cn/a/202010/22/WS5f91380fa31024ad0ba80554.html,0.075,-0.785,1
779,Pathogeny for US withdrawal fever,,2020/8/11,cov-19,0,chinadaily,https://www.chinadaily.com.cn/a/202010/21/WS5f8f955fa31024ad0ba7ffa6.html,0,0,1
54,China¡¯s Coronavirus Has Revived Global Economic Fears,The spread of the dangerous virus has spooked global markets,2020/1/27,covid-19,-1,nytimes,https://www.nytimes.com/2020/01/27/business/coronavirus-china-economic-impact.html,0.1,-0.78,1
781,Chinese companies still like US market,,2020/8/13,business ,1,chinadaily,https://global.chinadaily.com.cn/a/202007/06/WS5f026ee1a310834817257515.html,0,0.8,1
782,China's rebounding economy a vital refuge for US firms,,2020/8/14,business ,1,chinadaily,https://www.chinadaily.com.cn/a/202007/02/WS5efd3441a310834817256a5a.html,0.1,0.82,1
101,C.D.C. and W.H.O. Offers to Help China Have Been Ignored for Weeks,"Privately, Chinese doctors say they need outside expertise. But Beijing,",2020/2/7,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/07/health/cdc-coronavirus-china.html,0.1,-0.78,1
309,China Lashes Out at U.S.¡¯s Action Against Mass Incarcerations,A new law aimed at punishing Chinese officials involved in,2020/6/18,politics,-1,nytimes,https://www.nytimes.com/2020/06/18/world/asia/china-trump-pompeo-xinjiang-uighurs-bolton.html,0.1,-0.78,1
785,Survey: Chinese firms still keen on US market,,2020/8/14,business ,1,chinadaily,http://www.chinadaily.com.cn/m/drc/2020-06/30/content_37537442.htm,0,0.8,1
332,"Li Zhensheng, Photographer of China¡¯s Cultural Revolution, Dies at 79","With his camera and red arm band, he captured the",2020/6/26,society,-1,nytimes,https://www.nytimes.com/2020/06/25/world/asia/li-zhensheng-dead.html,0.1,-0.78,1
547,"China Says It Remains Open to the World, but Wants to Dictate Terms","China¡¯s leader, Xi Jinping, is pursuing a strategy to make",2020/11/23,society,-1,nytimes,https://www.nytimes.com/2020/11/23/world/asia/china-xi-jinping-globalization.html,0.1,-0.78,1
788,Blaming China won't solve US' problems,,2020/8/17,politics,1,chinadaily,https://www.chinadaily.com.cn/a/202010/23/WS5f922a4aa31024ad0ba806cb.html,0,0.8,1
